J0908.5-8751 137.15 -86.1339 1.1667e-10 2.5462e-11 6.2932 0.0929 0.0782 -14.12 0.1506 0.1268 -14.12 456.06 3.1568e-12 5.0193e-13 2.1746e-12 3.2722e-13 2.9054 0.1209 2.3372e-12 4.4179e-13 2.8959 0.1392 0.0516 0.1015 0.46 0.1 1.3 2.1865e-12 3.5064e-13 2.8968 0.1290 0.00723 0.06305 0.6667 0.0 0.00 0.0 0.0 830.55 28.699499 0.4840 0.1895 6.247304 2.38610e-08 4.12880e-09 bcu
J1354.1-8750 208.545 -86.1603 1.2983e-10 2.7746e-11 4.5903 0.0626 0.0607 -71.19 0.1015 0.0984 -71.19 1494.40 1.9655e-12 5.1996e-13 7.1793e-14 1.5062e-14 2.5227 0.1639 7.5196e-14 1.7806e-14 2.5262 0.1856 0.0328 0.0932 0.20 0.5 11.4 7.1895e-14 1.5794e-14 2.5205 0.1759 0.00449 0.06627 0.6667 0.0 0.00 0.0 0.0 473.70 8.378150 0.0000 10.0000 0.0 0.0 0.0 bcu
J0543.5-8741 85.8938 -86.3139 4.6209e-10 3.5978e-11 18.2630 0.0292 0.0246 64.86 0.0474 0.0399 64.86 2136.08 5.1776e-12 4.0449e-13 1.0429e-13 8.0973e-15 2.1355 0.0624 1.1216e-13 1.0380e-14 2.0767 0.0869 0.0567 0.0453 1.33 1086.7 1245.3 1.1278e-13 9.8283e-15 2.0197 0.0951 0.09457 0.05947 0.6667 0.0 1.84 1706.9 2150.5 967.71 23.578857 0.2936 0.1208 0.0 0.0 0.0 unk
J2013.9-8717 303.481 -86.7153 6.1751e-11 2.2258e-11 5.7014 0.0339 0.0315 -50.71 0.0550 0.0511 -50.71 7890.83 8.0857e-13 2.2969e-13 1.5526e-15 3.9825e-16 1.8011 0.1614 2.2981e-15 6.7121e-16 1.5575 0.3131 0.2947 0.1711 2.10 16715.2 8900.0 2.3419e-15 6.8473e-16 1.3574 0.3615 0.56971 0.33915 0.6667 0.0 2.27 18298.0 7163.2 47.11 18.128666 0.0000 10.0000 0.0 0.0 0.0 unk
J1348.5-8700 207.128 -86.9869 7.9633e-11 2.5035e-11 2.7453 0.0546 0.0501 -75.51 0.0885 0.0812 -75.51 889.12 1.7239e-12 5.8440e-13 1.9540e-13 5.5229e-14 2.7720 0.2029 1.9814e-13 7.0545e-14 2.7673 0.2254 0.0123 0.1275 0.00 0.0 0.0 1.9321e-13 5.4294e-14 2.7543 0.1790 -0.02882 0.01211 0.6667 0.0 0.00 0.0 0.0 442.31 16.993818 0.0000 10.0000 0.0 0.0 0.0 unk
J2109.8-8618 317.462 -85.6922 2.9536e-10 3.4297e-11 16.7126 0.0236 0.0175 79.28 0.0382 0.0284 79.28 5924.47 3.6549e-12 3.8970e-13 9.8631e-15 1.0463e-15 1.7988 0.0731 1.1231e-14 1.4414e-15 1.7170 0.1103 0.0802 0.0543 1.66 34611.1 35255.7 1.1140e-14 1.3466e-15 1.6495 0.1178 0.11038 0.06696 0.6667 0.0 2.01 32601.0 16697.9 411.17 19.224632 0.2585 0.1825 0.0 0.0 0.0 bcu
J0413.4-8609 63.3733 -85.8464 2.4164e-10 3.4830e-11 8.1722 0.0759 0.0447 -21.51 0.1230 0.0725 -21.51 1342.05 1.6506e-12 3.6420e-13 1.3416e-13 1.8655e-14 2.3754 0.1011 1.7534e-13 2.7051e-14 2.1434 0.2163 0.2824 0.1363 2.84 1041.1 483.4 1.7324e-13 2.6871e-14 2.0143 0.2310 0.48284 0.24741 0.6667 0.0 3.03 1302.4 647.3 406.02 10.914380 0.0000 10.0000 0.0 0.0 0.0 unk
J1027.0-8542 156.765 -84.2836 1.0820e-09 5.3121e-11 39.3804 0.0113 0.0107 -51.78 0.0184 0.0173 -51.78 2446.56 1.0945e-11 6.7154e-13 1.7222e-13 8.3080e-15 1.8590 0.0331 1.8871e-13 1.0261e-14 1.7119 0.0589 0.0835 0.0241 3.86 13718.1 4829.3 1.8161e-13 9.4698e-15 1.6985 0.0549 0.07060 0.02070 0.6667 0.0 4.30 18457.8 4551.1 1242.32 8.896601 0.0000 10.0000 0.0 0.0 0.0 bll
J0931.2-8533 142.818 -84.4375 3.7652e-10 3.7646e-11 13.3109 0.0361 0.0318 6.40 0.0586 0.0516 6.40 1240.33 4.9606e-12 5.5751e-13 3.1606e-13 2.8114e-14 2.5257 0.0656 3.6067e-13 3.5959e-14 2.5922 0.0943 0.1068 0.0540 2.32 77.4 100.1 3.5058e-13 3.5832e-14 2.5075 0.0811 0.14113 0.09880 0.6667 0.0 1.67 0.0 0.0 1232.80 77.880920 0.7432 0.1713 10.234067 3.11340e-08 3.73530e-09 bcu
J0533.0-8446 83.2675 -83.2217 1.2468e-10 2.7141e-11 5.2128 0.0440 0.0420 -54.13 0.0713 0.0681 -54.13 2822.15 1.4216e-12 3.3578e-13 1.5357e-14 3.3025e-15 2.1898 0.1575 1.6814e-14 4.2134e-15 2.1802 0.1931 0.0594 0.1042 0.54 620.0 1854.1 1.7362e-14 4.1942e-15 2.1039 0.2270 0.15213 0.18098 0.6667 0.0 0.00 1133.9 4076.7 282.38 44.185726 1.1399 0.3167 5.073204 9.68480e-09 2.55070e-09 bcu
J2336.9-8427 354.236 -83.5383 1.4342e-10 2.8618e-11 6.5875 0.0291 0.0269 37.67 0.0472 0.0436 37.67 3377.77 1.6028e-12 3.3495e-13 1.2217e-14 2.3553e-15 2.1236 0.1463 1.2905e-14 2.9826e-15 2.0776 0.1973 0.0384 0.0948 0.26 1230.1 5462.8 1.3127e-14 2.7922e-15 2.0131 0.2171 0.07655 0.11057 0.6667 0.0 0.00 2816.2 9477.5 292.65 13.785447 0.0000 10.0000 0.0 0.0 0.0 unk
J0044.2-8424 11.0712 -83.5983 1.4305e-10 2.6789e-11 6.0883 0.0453 0.0369 -79.65 0.0734 0.0598 -79.65 928.63 2.4160e-12 4.5147e-13 2.7874e-13 4.6250e-14 2.6064 0.1254 2.9449e-13 5.7195e-14 2.5903 0.1425 0.0331 0.0733 0.34 0.1 2.6 2.8889e-13 5.1887e-14 2.5716 0.1516 0.03222 0.07589 0.6667 0.0 0.00 0.0 0.0 619.21 60.304340 0.9768 0.2454 6.432847 2.26820e-08 3.90400e-09 fsrq
J1030.2-8403 157.562 -83.9428 1.7761e-10 3.1243e-11 7.4159 0.0545 0.0453 -83.45 0.0884 0.0734 -83.45 3336.63 1.9923e-12 3.7045e-13 1.5441e-14 2.6329e-15 2.1400 0.1233 1.6829e-14 3.2304e-15 2.1158 0.1590 0.0582 0.0715 0.84 1233.3 2520.7 1.7172e-14 3.2467e-15 2.0303 0.1859 0.11486 0.12116 0.6667 0.0 0.67 2496.4 5340.2 364.34 18.694891 0.3000 0.3192 0.0 0.0 0.0 bcu
J1435.9-8348 218.978 -82.1983 6.8096e-10 4.6926e-11 21.6002 0.1253 0.0537 -14.20 0.2031 0.0871 -14.20 788.38 7.8005e-12 6.3316e-13 1.6585e-12 9.5151e-14 2.4470 0.0467 1.8232e-12 1.1865e-13 2.3621 0.0686 0.0919 0.0374 2.81 109.9 114.0 1.7845e-12 1.1246e-13 2.3220 0.0719 0.11711 0.05045 0.6667 0.0 3.03 0.0 0.0 1840.67 222.164795 0.8742 0.1810 16.892267 4.40790e-08 3.56500e-09 bcu
J1619.0-8346 244.775 -82.2189 1.3540e-10 2.5676e-11 5.5697 0.0416 0.0335 6.82 0.0674 0.0543 6.82 1612.14 1.8266e-12 4.0753e-13 6.0611e-14 1.1318e-14 2.4208 0.1521 5.8844e-14 1.3275e-14 2.4265 0.1582 -0.0160 0.0729 0.00 0.0 0.0 6.0637e-14 1.1932e-14 2.4068 0.1732 0.00545 0.05697 0.6667 0.0 0.00 0.0 0.0 420.26 12.189883 0.0000 10.0000 0.0 0.0 0.0 bll
J0839.6-8341 129.916 -82.3075 8.1892e-11 2.6399e-11 5.1544 0.0350 0.0311 -53.77 0.0568 0.0504 -53.77 9405.26 1.0434e-12 2.6931e-13 1.2370e-15 3.1636e-16 1.7639 0.1829 1.2678e-15 3.7421e-16 1.7599 0.1947 0.0129 0.0820 0.00 103777872.0 6273783808.0 1.2341e-15 3.3702e-16 1.7713 0.1955 -0.00490 0.07240 0.6667 0.0 0.00 0.0 0.0 111.45 22.106146 0.3057 1.3180 0.0 0.0 0.0 unk
J2201.5-8339 330.379 -82.3369 1.7139e-09 6.3158e-11 45.6172 0.0168 0.0158 -20.30 0.0273 0.0257 -20.30 864.05 2.0253e-11 1.0767e-12 3.5270e-12 1.0749e-13 2.5004 0.0236 4.0617e-12 1.4383e-13 2.4523 0.0399 0.1415 0.0261 7.21 174.7 65.7 3.9682e-12 1.3977e-13 2.4016 0.0373 0.18604 0.03686 0.6667 0.0 7.00 0.0 0.0 4793.81 565.373352 0.7085 0.1422 25.185493 9.09130e-08 5.24180e-09 fsrq
J0213.2-8333 33.3208 -82.4442 6.1382e-11 2.0739e-11 5.3332 0.0360 0.0304 -32.80 0.0584 0.0493 -32.80 8901.82 7.4864e-13 2.0789e-13 1.1380e-15 3.1358e-16 1.7655 0.1593 2.0033e-15 5.8758e-16 1.7005 0.2941 0.3765 0.1789 2.62 13248.8 5618.4 2.0422e-15 6.1021e-16 1.4496 0.3410 0.81626 0.40039 0.6667 0.0 2.80 15535.4 5144.6 46.09 17.172527 0.0000 10.0000 0.0 0.0 0.0 unk
J2241.4-8327 340.357 -82.5389 4.4640e-10 4.6057e-11 12.7701 0.0340 0.0305 13.76 0.0552 0.0494 13.76 1778.05 2.5090e-12 3.9569e-13 1.3137e-13 1.3182e-14 2.3270 0.0797 1.7534e-13 2.0331e-14 2.0237 0.1798 0.3890 0.1318 4.01 1724.8 409.6 1.7280e-13 1.9794e-14 1.8948 0.1893 0.66271 0.21395 0.6667 0.0 4.36 2067.6 483.0 535.92 18.772001 0.2703 0.1537 0.0 0.0 0.0 unk
J0532.9-8325 83.2454 -82.5675 2.0197e-10 3.5275e-11 7.9967 0.0297 0.0227 61.74 0.0482 0.0368 61.74 3849.43 2.2511e-12 4.0779e-13 1.3135e-14 2.1716e-15 2.1078 0.1192 1.5063e-14 2.8419e-15 2.0374 0.1698 0.1023 0.0845 1.39 3206.5 2842.8 1.5088e-14 2.7697e-15 1.9455 0.1967 0.16593 0.13574 0.6667 0.0 1.39 5180.0 4571.7 410.54 95.854469 1.7167 0.3728 8.466367 1.83450e-08 3.21870e-09 fsrq
J0439.6-8322 69.9225 -82.6317 1.6459e-10 2.8212e-11 6.2291 0.1824 0.0690 -66.44 0.2957 0.1119 -66.44 1585.03 2.0955e-12 3.9115e-13 7.5603e-14 1.2681e-14 2.3600 0.1339 8.1043e-14 1.5607e-14 2.3233 0.1740 0.0573 0.0910 0.61 94.3 486.6 8.1659e-14 1.5917e-14 2.2702 0.1983 0.10883 0.18150 0.6667 0.0 0.00 0.0 0.0 489.09 8.420051 0.0000 10.0000 0.0 0.0 0.0 unk
J1036.5-8318 159.15 -82.6875 7.5492e-10 5.0954e-11 21.2407 0.0285 0.0260 52.58 0.0462 0.0421 52.58 1597.62 4.1338e-12 3.7197e-13 2.5178e-13 1.7047e-14 2.2008 0.0469 3.8023e-13 2.9004e-14 1.9375 0.1127 0.4696 0.0898 8.15 1707.5 194.8 3.7087e-13 2.8637e-14 1.8058 0.1132 0.77589 0.15988 0.6667 0.0 8.21 2013.7 221.8 929.75 3.935316 0.0000 10.0000 0.0 0.0 0.0 MSP
J2123.5-8315 320.886 -82.7367 1.4834e-10 3.0962e-11 5.9205 0.0358 0.0303 21.16 0.0580 0.0491 21.16 2912.69 1.7688e-12 4.5131e-13 1.6660e-14 3.3834e-15 2.2744 0.1628 1.7127e-14 3.9514e-15 2.2566 0.1831 0.0205 0.0817 0.00 5.6 147.6 1.7556e-14 3.8218e-15 2.2050 0.2119 0.06006 0.11099 0.6667 0.0 0.00 0.0 0.0 353.57 17.727875 0.2634 0.4831 0.0 0.0 0.0 unk
J1224.7-8313 186.199 -82.7742 5.8826e-10 4.4344e-11 19.8424 0.0421 0.0398 -37.83 0.0683 0.0646 -37.83 621.56 8.8718e-12 6.4312e-13 3.1031e-12 1.8566e-13 2.5908 0.0470 3.3991e-12 2.3623e-13 2.5431 0.0611 0.0737 0.0353 2.29 15.6 30.5 3.2449e-12 2.1143e-13 2.5332 0.0609 0.05487 0.03687 0.6667 0.0 1.50 0.0 0.0 2084.64 71.225937 0.3981 0.0967 11.551490 4.03860e-08 4.12280e-09 bcu
J0524.7-8304 81.1817 -82.9275 3.9104e-10 4.2996e-11 11.5626 0.0524 0.0449 -82.00 0.0850 0.0728 -82.00 1893.41 3.1819e-12 5.4888e-13 1.0204e-13 1.1007e-14 2.3258 0.0735 1.2705e-13 1.5426e-14 2.3525 0.1168 0.1803 0.0835 2.95 712.3 382.9 1.2892e-13 1.6170e-14 2.2625 0.1180 0.37237 0.18391 0.6667 0.0 2.64 730.6 662.6 765.61 13.841583 0.0000 10.0000 0.0 0.0 0.0 unk
J2205.8-8254c 331.451 -81.0928 9.7544e-11 3.3458e-11 2.5537 0.3155 0.1683 -76.54 0.5116 0.2729 -76.54 679.52 2.6267e-12 8.7581e-13 5.6938e-13 1.6367e-13 2.9026 0.2058 6.4121e-13 1.9987e-13 2.9006 0.2934 0.0891 0.1498 0.64 4.3 37.6 6.3128e-13 1.9318e-13 2.8339 0.2957 0.14535 0.25908 0.6667 0.0 0.00 0.0 0.0 645.50 21.753229 0.2854 0.3296 0.0 0.0 0.0 unk
J0737.3-8247 114.347 -81.2133 4.8921e-10 3.9812e-11 19.6184 0.0209 0.0173 -29.31 0.0339 0.0280 -29.31 3272.64 5.4989e-12 4.4292e-13 4.6380e-14 3.7321e-15 1.9758 0.0575 4.9827e-14 4.7222e-15 1.9376 0.0735 0.0437 0.0339 1.36 6677.7 5294.8 4.9879e-14 4.4211e-15 1.8829 0.0817 0.06476 0.03939 0.6667 0.0 1.82 10718.6 5684.0 825.46 16.949978 0.1660 0.1458 0.0 0.0 0.0 bll
J2258.5-8247 344.639 -81.2156 4.7825e-10 4.4584e-11 15.9250 0.0241 0.0210 -18.24 0.0390 0.0341 -18.24 2037.27 3.8957e-12 5.4368e-13 1.1091e-13 9.9639e-15 2.1354 0.0667 1.2618e-13 1.3042e-14 2.0039 0.1126 0.1175 0.0582 2.42 2003.4 969.7 1.2181e-13 1.2183e-14 1.9642 0.1124 0.13307 0.06974 0.6667 0.0 2.46 2608.4 1702.6 689.65 40.987125 0.5058 0.1446 7.927839 6.88720e-09 1.31030e-09 bcu
J1505.5-8241 226.377 -81.3003 2.2489e-10 3.3830e-11 12.3954 0.0220 0.0205 -85.94 0.0357 0.0332 -85.94 5812.11 2.6600e-12 3.5958e-13 7.4535e-15 1.0063e-15 1.8625 0.0964 8.0271e-15 1.3205e-15 1.8181 0.1228 0.0463 0.0600 0.74 41361.8 96380.5 8.1402e-15 1.2452e-15 1.7506 0.1463 0.08286 0.07730 0.6667 0.0 0.91 30293.2 23280.3 328.77 11.911100 0.0000 10.0000 0.0 0.0 0.0 bcu
